baked,0.0005
walked,0.008
identity,0.005
techniques,0.0025
using,0.036
extreme,0.015
divorce,0.003
highly,0.02
ponderous,0.001
looms,0.0005
chose,0.0105
instead,0.0995
music,0.075
feel,0.0885
elevated,0.001
left,0.0705
language,0.0105
beyond,0.0355
whining,0.004
piece,0.0645
shadowy,0.002
remind,0.007
found,0.0845
theater,0.026
ability,0.015
rest,0.078
fart,0.003
depth,0.016
caused,0.0085
sympathy,0.0065
struggling,0.0065
cosmopolitan,0.001
connect,0.0055
lost,0.0495
intentionally,0.0035
interminable,0.002
feeling,0.0375
improvisational,0.0005
self,0.0165
nature,0.015
introspective,0.0005
connection,0.008
promoting,0.0025
babble,0.0005
movies,0.2335
career,0.028
ingmar,0.0015
berman,0.0005
pretend,0.008
indulgent,0.002
themselves,0.046
parents,0.016
backdrop,0.0015
audiences,0.019
message,0.026
psychological,0.005
youre,0.072
angular,0.0005
pathos,0.0015
prose,0.001
spiritually,0.0005
style,0.0435
contempt,0.0035
stained,0.0005
comic,0.0245
perpetual,0.0005
brie,0.0005
insight,0.0065
allen,0.005
relevance,0.004
prozac,0.001
nonlove,0.0005
resolution,0.0045
affluence,0.0005
interiors,0.003
understanding,0.009
amid,0.002
painfully,0.0105
draining,0.001
expressionist,0.0005
pretentious,0.019
happened,0.047
unmistakable,0.001
defined,0.0015
distorted,0.002
happy,0.023
whatever,0.0335
halitosis,0.0005
drama,0.0315
immersed,0.0005
crap,0.054
goes,0.079
wine,0.004
intelligentsia,0.001
reason,0.109
jettisons,0.0005
cigarettes,0.0005
shuffling,0.0005
recommend,0.0535
simply,0.0695
damage,0.005
illicit,0.001
imitations,0.002
pretensions,0.0015
strange,0.027
agree,0.019
ourselves,0.0045
contemporaneous,0.0005
accusations,0.0015
supportive,0.0015
appears,0.0295
contrary,0.002
critics,0.0125
applauded,0.001
imitating,0.002
kid,0.035
depalma,0.0005
excoriated,0.0005
cultural,0.0075
notwithstanding,0.003
hitchcock,0.005
wooden,0.0215
snobbery,0.001
view,0.023
ripping,0.003
form,0.0195
woods,0.0165
unpalatable,0.0005
unbearably,0.0025
allens,0.0015
originality,0.0055
suspensehorror,0.0005
brian,0.0075
robin,0.006
beach,0.0045
brilliant,0.017
hes,0.078
mother,0.036
quotations,0.0015
neurotic,0.0025
selfinvolved,0.002
pencil,0.0005
hurt,0.0135
scratching,0.0015
hilarious,0.027
surrogate,0.001
deafening,0.001
curiosity,0.009
parody,0.008
towering,0.001
intellectual,0.004
etc,0.0415
intoned,0.0005
becoming,0.011
york,0.02
domineering,0.0005
wilde,0.0015
tricks,0.0035
intonations,0.0005
kenneth,0.001
sontags,0.0005
etcbr,0.003
habits,0.003
dickens,0.001
light,0.0215
afraid,0.0135
anger,0.006
basic,0.023
reminding,0.001
laugh,0.0485
existential,0.002
solemnly,0.0005
oh,0.0585
comes,0.08
stone,0.004
winter,0.0045
chock,0.0015
incredibly,0.025
polite,0.0025
dysfunctional,0.0035
bergmans,0.001
dwarfs,0.0005
lifted,0.003
heart,0.0255
mary,0.0115
serious,0.035
shop,0.0075
day,0.0675
funny,0.13
woodys,0.0015
strangulation,0.0005
branagh,0.0005
yorker,0.0015
shopworn,0.0005
term,0.0085
close,0.046
walking,0.0165
howlers,0.0015
surf,0.0015
paper,0.008
quietly,0.0025
celebritybr,0.0005
carl,0.0015
thespian,0.0005
lot,0.1155
attempt,0.0495
poor,0.097
susan,0.0105
cast,0.1165
angst,0.004
lines,0.0655
brother,0.0205
melodrama,0.003
straight,0.0305
visualaural,0.0005
results,0.0085
ill,0.0455
swedish,0.0015
sweden,0.0005
nell,0.0005
loud,0.0125
talented,0.0215
reworked,0.0005
copy,0.019
tricked,0.002
distance,0.0035
embarrassing,0.0155
poem,0.0005
funnier,0.0095
reference,0.0045
earlier,0.026
tics,0.0005
read,0.075
rarely,0.01
caring,0.005
looking,0.092
beth,0.001
dialog,0.034
directorial,0.0045
rosanna,0.0015
sexy,0.0155
sheen,0.001
angie,0.0055
jon,0.0025
cowardice,0.0005
whoopi,0.0005
clueless,0.004
hung,0.0035
wasnt,0.102
hot,0.027
timidity,0.0005
stars,0.0505
yearold,0.005
judy,0.0005
potentially,0.0055
blame,0.017
viewers,0.0265
beautiful,0.034
five,0.0255
waste,0.1035
ubiquitous,0.0005
predictable,0.049
harmon,0.004
world,0.077
bath,0.0025
relationships,0.008
anyway,0.045
denise,0.0015
tenuta,0.0005
woman,0.0725
timid,0.0005
bubble,0.003
rating,0.039
veil,0.001
laughs,0.025
shot,0.0755
goldberg,0.007
actresses,0.0085
surprised,0.019
paid,0.0225
writers,0.029
sleepwalk,0.002
charlie,0.0085
failed,0.0275
bitchy,0.002
demeanor,0.001
bag,0.0085
comedy,0.08
mess,0.04
unscathed,0.001
produces,0.001
marriage,0.0115
hammers,0.0015
positive,0.023
law,0.014
carries,0.0035
anticomedy,0.0005
mediocre,0.025
hopefully,0.0095
denises,0.0005
effort,0.0335
ahead,0.0125
torture,0.0135
male,0.0305
stay,0.0335
believable,0.019
dc,0.0015
pictures,0.013
prisons,0.001
low,0.064
bondage,0.003
create,0.0215
finished,0.015
twenty,0.0095
applause,0.001
iraq,0.0025
flawlessly,0.001
artistic,0.0135
finish,0.0165
subculture,0.0005
boringbr,0.0055
outdated,0.0045
car,0.036
private,0.0025
walker,0.002
eitherbr,0.0045
character,0.178
rang,0.0015
lauren,0.002
boyfriend,0.0095
sense,0.0745
carter,0.0055
weak,0.0425
harrelson,0.0015
qa,0.002
figure,0.0305
kristin,0.002
try,0.067
reallybr,0.0025
subject,0.0225
quick,0.0105
ago,0.0285
jumped,0.0055
unless,0.039
country,0.0245
care,0.053
lily,0.0015
recognized,0.004
true,0.055
schrader,0.001
guess,0.065
played,0.0715
watching,0.157
set,0.0695
thinking,0.06
supporting,0.02
leads,0.027
ordinarily,0.0005
comatose,0.001
plays,0.0545
ufortunately,0.0005
accent,0.022
rack,0.0005
line,0.0675
rs,0.001
load,0.007
monotonous,0.0015
series,0.0645
magazine,0.002
own,0.0805
languages,0.0025
delivers,0.0105
redeem,0.0055
south,0.008
whom,0.018
mid,0.0035
rolling,0.005
bacall,0.002
energy,0.0115
scott,0.0115
managed,0.019
process,0.012
thomas,0.0095
washington,0.0095
directing,0.0265
sleepwalking,0.003
giant,0.015
east,0.0045
bored,0.031
spite,0.006
beginning,0.049
ya,0.003
humidity,0.0005
social,0.013
bounced,0.001
moments,0.051
companion,0.0035
worth,0.07
dimensional,0.0085
dignity,0.0035
heat,0.003
pant,0.0005
affect,0.0015
endless,0.0125
homosexual,0.004
decrescendos,0.0005
deliver,0.01
incapable,0.0025
ounce,0.003
properly,0.0075
attempts,0.0225
clumsy,0.007
southern,0.007
popsicle,0.0005
elite,0.001
tomlin,0.001
tolerable,0.003
utterly,0.0275
bleibtreau,0.0005
italian,0.012
stick,0.021
german,0.0125
moritz,0.0005
written,0.0585
front,0.0195
flaws,0.0085
camera,0.0585
wives,0.0015
tact,0.0005
paul,0.0085
ceremony,0.002
stylebr,0.0035
corruption,0.0015
stunning,0.0075
overexciting,0.0005
bearable,0.001
realistic,0.015
fight,0.0405
neverthelessbr,0.0005
sometimes,0.027
job,0.0625
eye,0.021
strain,0.0015
sitcom,0.006
dinner,0.0045
inadequacy,0.0005
watchable,0.013
ease,0.0035
power,0.022
related,0.005
hints,0.0025
shocking,0.0135
tea,0.007
visuals,0.01
performance,0.059
development,0.026
drinking,0.008
murder,0.0305
bed,0.013
discussion,0.0055
topics,0.0015
excruciatingly,0.0065
aggravates,0.0005
circle,0.005
lacks,0.021
engaging,0.009
devoid,0.0075
emotion,0.0115
boredom,0.01
lip,0.0025
ten,0.0325
seriously,0.0395
despite,0.0435
wivesbr,0.0005
class,0.0245
thrills,0.004
escort,0.001
thrilling,0.005
condensed,0.0005
upper,0.0025
powerful,0.0095
plain,0.0325
stiff,0.006
strong,0.025
mens,0.002
pacing,0.0135
wrong,0.0755
sad,0.0295
investigation,0.004
isbr,0.0085
argument,0.006
bottombr,0.001
amazement,0.0005
producers,0.026
blockbuster,0.009
ripped,0.0095
script,0.1325
save,0.06
rent,0.0315
names,0.0235
clever,0.016
timebr,0.0155
sat,0.0165
utter,0.0155
hid,0.0015
willem,0.0015
earth,0.0225
awful,0.1045
dafoe,0.0005
harrison,0.0015
movieboy,0.0005
probably,0.0965
outstanding,0.009
eventually,0.0235
definitely,0.0325
inexplicable,0.0045
titillate,0.001
compelling,0.009
included,0.011
rap,0.004
origins,0.0015
arcs,0.0015
learn,0.0215
regrettably,0.001
gay,0.02
hackneyed,0.0065
homosexuality,0.002
behaviorbr,0.0005
change,0.029
theme,0.0205
unnecessary,0.019
equally,0.0145
wornout,0.0005
outsider,0.0005
intensity,0.003
completely,0.0765
drones,0.001
unexplored,0.0015
hollywood,0.054
automatically,0.005
rise,0.008
miss,0.0265
shut,0.0105
picturebr,0.0005
hand,0.0405
dreadful,0.0155
howard,0.006
tried,0.037
deserves,0.0205
genera,0.0005
considered,0.016
horror,0.088
reflection,0.0025
viewing,0.021
accurate,0.008
drivein,0.0025
sired,0.0005
rod,0.006
teenage,0.0125
duck,0.0035
combine,0.0055
ghost,0.0125
grace,0.0115
saving,0.013
creature,0.009
dragstrip,0.0015
typical,0.023
fiction,0.015
meet,0.019
house,0.0435
blaisdell,0.0005
monster,0.016
club,0.0095
suit,0.0145
science,0.0115
concerns,0.0045
haunted,0.0105
decide,0.018
turmoil,0.0015
kicked,0.0045
teens,0.0065
hollow,0.005
harmless,0.0025
havent,0.0245
happening,0.011
endbr,0.005
talk,0.0265
hangout,0.0005
apparently,0.0425
guessed,0.0065
evicted,0.0005
parrot,0.0005
rephrase,0.0005
encountering,0.001
tarantino,0.007
entertainment,0.0245
weird,0.0205
start,0.0615
hotrodding,0.0005
nonetheless,0.006
foulmouthed,0.002
quentin,0.0045
twist,0.013
expect,0.0445
pay,0.027
hokum,0.0005
arrive,0.003
supernatural,0.0065
pure,0.0255
bird,0.005
roll,0.011
brief,0.017
late,0.03
unmasking,0.001
mind,0.062
bflick,0.0005
offscreen,0.0015
airdad,0.0005
spotless,0.0005
chaperone,0.001
obviously,0.061
entendres,0.0005
race,0.01
auto,0.0025
gone,0.0235
arch,0.001
fun,0.0545
wed,0.0035
era,0.0095
fresh,0.008
fond,0.006
netherworld,0.0005
exchanges,0.001
fanatic,0.0025
commit,0.0045
nostalgia,0.003
amusing,0.0185
double,0.0145
mindless,0.012
international,0.0065
square,0.0035
ticket,0.0035
rival,0.0035
pressures,0.001
throat,0.006
rock,0.018
adult,0.013
prescooby,0.0005
business,0.0185
makes,0.1165
necking,0.0005
climactic,0.0035
youd,0.02
dragracingthis,0.0005
defying,0.002
arriving,0.001
party,0.012
doostyled,0.0005
buffs,0.0035
sin,0.0065
fruity,0.0005
cheats,0.0025
biggest,0.024
concerned,0.0115
traffic,0.0015
female,0.029
american,0.0535
folks,0.011
unlikeable,0.0045
deneuve,0.001
auteuil,0.0005
talents,0.0085
seam,0.0005
fill,0.013
mixed,0.006
againbr,0.0095
gasp,0.0025
goosebumps,0.0005
notice,0.0185
sizzling,0.0005
confusionneed,0.0005
skinny,0.0015
kapoor,0.0095
halfbr,0.001
bikini,0.0045
whilebr,0.001
itbr,0.0415
badbr,0.0065
avoid,0.0435
anorexic,0.002
intolerable,0.002
occasional,0.0065
observationbr,0.0005
realise,0.0025
saifbr,0.0005
kumar,0.008
deliversbr,0.0005
academic,0.0015
cheer,0.0015
hmmmmmmmbr,0.0005
towards,0.0195
rapidly,0.0035
snatchbr,0.0005
unwatchable,0.01
main,0.0885
kareenasaif,0.0005
bebr,0.003
attackbr,0.0025
anil,0.0115
irritation,0.001
body,0.033
guys,0.0455
anymorebr,0.002
slowly,0.0085
trough,0.002
please,0.0475
promises,0.003
subjected,0.006
total,0.034
conclusionbr,0.002
comebr,0.001
numbing,0.0005
kumarbr,0.0005
wet,0.0045
hmmmmmmmmbr,0.0005
sidey,0.0005
book,0.0595
moviebr,0.0365
lock,0.004
ala,0.0015
trauma,0.003
interestbr,0.0035
otherbr,0.0025
collective,0.001
difficult,0.025
intrigue,0.0055
wordsbr,0.0005
madness,0.006
himbr,0.0085
guy,0.0965
thatbr,0.0135
akshay,0.01
pages,0.003
moving,0.0185
buzz,0.0045
empty,0.0135
rain,0.003
headache,0.005
thisbr,0.015
matter,0.038
kapoorbr,0.0005
seeing,0.075
khiladi,0.0005
half,0.0745
kareena,0.01
ordinary,0.0095
annoying,0.0455
deserve,0.0105
girls,0.031
stock,0.0165
sidekickbr,0.0005
nervesbr,0.0005
absurdity,0.0015
relieve,0.003
suddenly,0.0165
song,0.016
waybr,0.009
blown,0.0085
sidekicks,0.001
ritchie,0.0055
understand,0.0655
chuckles,0.0025
jbjbr,0.0005
treated,0.0085
bikinibr,0.001
audience,0.074
bannerbr,0.0005
interval,0.0005
extent,0.0065
bike,0.003
migraine,0.0015
floor,0.0145
unbearablebr,0.001
saif,0.008
criticism,0.005
role,0.0765
sole,0.0045
stylized,0.0015
wastedbr,0.0015
krishna,0.004
manoj,0.0005
vijay,0.004
banner,0.002
sanjay,0.001
phawa,0.0005
due,0.031
mishra,0.0005
yashpal,0.0005
box,0.0235
overhyped,0.0015
khan,0.005
baby,0.018
stylish,0.0055
appearing,0.007
amateur,0.0115
leaves,0.022
successful,0.015
thumbs,0.003
looked,0.048
veteran,0.006
reject,0.003
produced,0.017
alltime,0.005
failure,0.0125
masses,0.003
yash,0.003
actor,0.0705
okay,0.0325
office,0.017
ali,0.0045
mega,0.0015
acharyas,0.001
product,0.007
tashan,0.007
content,0.0095
sharma,0.001
raj,0.0025
stand,0.0265
king,0.0185
influenced,0.0035
experience,0.0275
gaya,0.001
expectations,0.021
humor,0.037
haphazard,0.005
tera,0.0005
remember,0.0415
hustle,0.0015
matrix,0.0075
poorly,0.0445
exasperating,0.001
jadoo,0.0005
executedbr,0.0005
chal,0.001
advertisements,0.0025
bollywood,0.006
kungfu,0.0015
sequences,0.0285
stitched,0.0005
thumbsup,0.0005
wonder,0.054
proves,0.0125
heavily,0.007
thinkingbr,0.0005
whats,0.04
leaps,0.0015
summer,0.006
rambo,0.002
alphamale,0.0005
location,0.012
avenue,0.0005
bring,0.0285
gunplay,0.001
nowherebr,0.002
pooja,0.0015
sink,0.0035
sex,0.0485
guessing,0.004
absolutely,0.0615
incredible,0.008
humming,0.0005
motivation,0.0065
charms,0.0025
necklines,0.0005
outing,0.004
turnout,0.0005
kitchen,0.004
moment,0.0295
amps,0.0005
coming,0.0315
screenings,0.001
wrote,0.024
illiterate,0.0005
necessity,0.002
hong,0.0015
escape,0.016
hunt,0.0055
standards,0.0125
attributed,0.002
road,0.0135
knee,0.0005
ludicrous,0.006
aside,0.0185
ahbeng,0.0005
pandeybachchanpandey,0.0005
firearms,0.001
jodha,0.0005
natured,0.001
besides,0.017
scratch,0.003
unintentional,0.007
sweet,0.0115
mountain,0.0065
stealing,0.0055
anticipated,0.001
junked,0.001
werent,0.0235
rara,0.0005
hero,0.0245
plucking,0.0005
shunned,0.0015
created,0.021
routine,0.012
recoil,0.0005
cliff,0.0035
allowed,0.0115
quartet,0.001
plonking,0.0005
title,0.043
gaps,0.003
fishing,0.003
costumes,0.012
ridiculous,0.048
hulk,0.004
dedicated,0.0015
able,0.041
frontbr,0.001
hollywoods,0.006
bid,0.001
touching,0.0065
kongs,0.001
heal,0.001
include,0.012
usually,0.0355
crowds,0.001
literal,0.0025
screens,0.004
continuity,0.0135
playboy,0.0015
singh,0.0015
clunky,0.0035
trip,0.0125
mimicking,0.001
executing,0.0015
adversariesbr,0.0005
center,0.0055
jimmys,0.001
businessbr,0.0005
latched,0.0005
mobster,0.0025
packing,0.0025
atop,0.0015
hottie,0.001
cheers,0.002
zero,0.0185
meets,0.0175
lower,0.0115
factor,0.008
tuition,0.0005
call,0.0515
emerge,0.0015
season,0.014
share,0.0095
homage,0.005
boat,0.01
enemies,0.0035
versus,0.003
tad,0.0025
tremendously,0.0015
moves,0.0125
storyline,0.035
cake,0.005
blockbusters,0.002
careful,0.0045
friends,0.0465
cinemas,0.004
memorable,0.0145
girlfriend,0.0145
gravitydefying,0.0005
ok,0.051
assortment,0.002
forced,0.0325
wears,0.006
hammed,0.001
jetski,0.0005
exaggerate,0.001
shown,0.034
hyped,0.0035
question,0.0215
obvious,0.047
money,0.1135
bachchan,0.0025
head,0.05
fault,0.01
wolverine,0.0005
pandey,0.0015
kumars,0.001
settings,0.0035
executive,0.003
hire,0.0055
vehicles,0.0025
engaged,0.004
akbar,0.001
begins,0.0215
acharya,0.0035
drift,0.0015
jagged,0.0005
percentage,0.0025
limited,0.011
sorts,0.008
touted,0.0005
trailers,0.007
whos,0.029
enjoy,0.0565
broken,0.007
force,0.0145
meek,0.0005
credit,0.02
dhoom,0.003
catchy,0.003
hottest,0.0005
substance,0.0085
boss,0.0095
billed,0.0025
impressively,0.0015
services,0.002
wirework,0.0005
wounds,0.003
thai,0.0015
current,0.0095
bahiyyajis,0.0005
english,0.028
finale,0.008
boast,0.0015
gangster,0.007
stolen,0.008
songs,0.025
tashanbr,0.0005
surprising,0.0065
implausible,0.009
fundamentally,0.002
nongreen,0.0005
bordered,0.001
usual,0.032
jimmy,0.004
punches,0.0025
engages,0.002
plunging,0.0005
backstory,0.0025
tune,0.0045
material,0.0195
week,0.0165
hemlines,0.0005
bhaiyyaji,0.002
phrases,0.0015
mode,0.0025
damn,0.016
platform,0.004
rookie,0.0015
complete,0.044
rocks,0.0045
kumr,0.0005
songdance,0.0005
guile,0.001
crorepati,0.0005
independent,0.0135
throughout,0.0355
materialized,0.0005
intelligence,0.017
commendable,0.002
chopra,0.0025
choice,0.018
schizophrenic,0.0005
vessel,0.0015
scattered,0.003
teeth,0.009
aditya,0.001
sensharma,0.0005
tube,0.003
fare,0.011
taking,0.0275
kareen,0.0005
providing,0.003
commenting,0.0025
amu,0.0005
konkana,0.0005
dimwit,0.0005
poignant,0.004
ashamed,0.0115
intelligent,0.014
hope,0.0525
indian,0.009
throw,0.019
brain,0.0175
steady,0.0025
cells,0.002
touch,0.006
stupidity,0.0115
fascination,0.003
wonderful,0.022
cinematography,0.028
retard,0.002
indiaintelligent,0.0005
pubescent,0.001
cronies,0.0005
bizarre,0.021
puberty,0.0015
cinema,0.038
cinematic,0.012
gritting,0.0005
crores,0.001
skin,0.006
stricken,0.001
storytale,0.0005
pop,0.0065
blood,0.0365
inspired,0.006
belong,0.0035
sufficed,0.0005
sleep,0.014
maare,0.0005
mean,0.0705
lesson,0.007
actions,0.009
selling,0.0045
sell,0.0105
narrations,0.0005
dance,0.015
cheoreography,0.0005
score,0.028
dil,0.002
storybr,0.006
crazy,0.018
example,0.0545
mix,0.0105
setup,0.0085
vishalshekhar,0.001
vaibhavi,0.0005
particularly,0.032
haara,0.0015
bent,0.002
spare,0.007
narrators,0.0005
merchant,0.001
hinglish,0.002
stereotyped,0.003
utilized,0.002
missing,0.0225
seventiesbr,0.0005
sufi,0.0005
cool,0.0305
slick,0.002
wont,0.045
match,0.0165
hell,0.0465
harder,0.004
enjoyable,0.019
hampers,0.001
manage,0.0135
cartoon,0.012
except,0.053
haridwar,0.0005
foreign,0.009
responsibilities,0.0005
somehow,0.03
drop,0.0105
standardsbr,0.0005
aaja,0.0005
achieved,0.0045
climax,0.017
fanbr,0.0005
till,0.0065
kapoors,0.002
flashback,0.007
shekharbr,0.0005
technical,0.01
dialogues,0.006
respectively,0.001
tak,0.0005
searching,0.003
barabar,0.001
heights,0.0025
regarding,0.0085
reach,0.0115
tunes,0.0065
drastically,0.0025
hilly,0.0005
pathetic,0.0265
length,0.0045
unwanted,0.0005
bullets,0.0065
expectationsbr,0.001
clap,0.001
resourses,0.0005
approved,0.0015
reputation,0.006
fans,0.0425
houses,0.005
departments,0.001
stature,0.001
storm,0.0045
filler,0.0055
gimmick,0.0035
heroes,0.0085
jhoom,0.001
dicky,0.001
artists,0.002
associated,0.006
sincere,0.0035
enter,0.0045
river,0.006
times,0.0875
hills,0.0055
request,0.001
studied,0.003
shekhar,0.0015
daylight,0.003
industry,0.0155
signed,0.004
nachle,0.0005
asset,0.002
dear,0.0055
wasted,0.0405
indicator,0.0005
falls,0.032
render,0.0005
akshays,0.0015
ladakh,0.001
preview,0.0065
stunts,0.007
falak,0.0005
surely,0.0195
words,0.039
attempting,0.0065
senior,0.0015
weakest,0.0025
hit,0.0335
god,0.0345
vishal,0.0015
cheap,0.042
graphics,0.01
flat,0.037
downgrade,0.0005
vision,0.0115
faulty,0.0015
enormous,0.004
sample,0.0015
moviesbr,0.0055
hated,0.0155
compared,0.0245
duo,0.0025
pised,0.0005
hesitant,0.0005
machine,0.0085
crappy,0.015
fights,0.013
expectation,0.003
franchise,0.0045
oneand,0.0015
laughing,0.017
terrible,0.0945
return,0.0185
guts,0.006
pleasepleasedont,0.0005
scenesbr,0.0045
reminded,0.012
thugs,0.0045
arebr,0.001
phewyou,0.0005
drawback,0.001
major,0.0345
writer,0.029
beats,0.005
possess,0.0045
shotgun,0.002
spiderman,0.001
range,0.009
wasting,0.0115
gadar,0.0015
yr,0.001
unreal,0.0045
write,0.033
sunny,0.002
regret,0.0035
told,0.0265
leonidus,0.0005
bhai,0.0015
superpowers,0.0015
shooting,0.019
imdb,0.0295
superman,0.005
neo,0.0005
weight,0.0055
operates,0.001
thanks,0.013
villain,0.0145
owes,0.0015
meantime,0.0015
don,0.0055
impression,0.0155
extremely,0.0395
